gig_id,gig_type,platform,location_lat,location_lng,start_time,end_time,earnings,gig_status,demand_score,travel_distance,estimated_time_to_complete,user_id
2337,Freelance,Fiverr,19.44240617036412,72.99741111075298,2025-01-09 08:33:42,2025-01-09 12:33:42,1612.22,Cancelled,0.82,2.5,46,723
2338,Driver,Ola,18.598065260587138,72.83995182411748,2025-01-01 12:48:14,2025-01-01 16:48:14,2154.38,Completed,0.55,4.8,167,336
2339,Driver,Uber,18.611482199756246,72.72168805967111,2025-01-01 02:11:13,2025-01-01 04:11:13,3327.92,In-progress,0.64,5.7,157,48
2340,Driver,Uber,18.73859861470405,72.92555092590106,2025-01-15 15:49:58,2025-01-15 18:49:58,2444.05,In-progress,0.76,8.4,65,381
2341,Driver,Ola,19.49696147934218,72.9205297624109,2025-01-08 17:51:31,2025-01-08 22:51:31,4910.48,Cancelled,0.66,10.3,105,561
2342,Delivery,Swiggy,18.690630514668566,72.77478454791314,2025-01-13 19:38:47,2025-01-13 23:38:47,4819.83,Cancelled,0.62,9.3,39,462
2343,Delivery,Zomato,18.554082926537486,72.705539759562,2025-01-21 01:57:07,2025-01-21 05:57:07,919.35,Cancelled,0.74,6.7,124,963
2344,Delivery,Blinkit,19.093021345013316,72.71703188901354,2025-01-14 21:06:09,2025-01-15 01:06:09,655.46,Completed,0.54,12.6,105,880
2345,Freelance,Fiverr,18.597307348997035,72.72966455283128,2025-01-09 09:44:24,2025-01-09 14:44:24,2223.3,In-progress,0.61,1.4,67,438
2346,Delivery,Zepto,18.81090118652827,72.84470322292712,2025-01-17 01:16:51,2025-01-17 04:16:51,828.74,In-progress,0.93,12.6,88,690
2347,Driver,InDrive,18.765783864372498,72.9834531857297,2025-01-03 06:42:32,2025-01-03 08:42:32,891.4,Completed,0.73,7.4,117,31
2348,Freelance,Fiverr,19.18337742726874,72.70046301469154,2025-01-13 23:48:15,2025-01-14 02:48:15,1536.02,Cancelled,0.8,8.8,85,804
2349,Driver,InDrive,18.854602962973924,72.75201630476411,2025-01-03 18:30:18,2025-01-03 19:30:18,2359.82,In-progress,0.7,10.2,115,774
2350,Delivery,Blinkit,19.374064585109025,72.8108903632233,2025-01-01 21:00:53,2025-01-01 23:00:53,2895.86,In-progress,0.6,4.7,158,140
2351,Delivery,Swiggy,19.496108826589655,72.7468994600985,2025-01-01 21:21:32,2025-01-02 02:21:32,3072.46,Cancelled,0.92,9.4,122,620
2352,Driver,InDrive,18.84978947637145,72.88626452105797,2025-01-01 09:10:21,2025-01-01 12:10:21,1023.18,Completed,0.95,5.0,165,595
2353,Freelance,Fiverr,19.421037524366252,72.84157808350615,2025-01-11 13:34:49,2025-01-11 17:34:49,588.16,In-progress,0.56,10.1,65,953
2354,Driver,Ola,18.56914986390225,72.71557174266381,2025-01-19 03:28:00,2025-01-19 07:28:00,3124.23,Completed,0.84,9.2,97,47
2355,Driver,InDrive,19.129735954634793,72.7041065677329,2025-01-03 10:57:43,2025-01-03 14:57:43,3937.34,Completed,0.9,6.0,114,65
2356,Delivery,MagicPin,18.90476666485111,72.92449208113756,2025-01-03 12:32:59,2025-01-03 15:32:59,2605.81,Cancelled,0.86,3.0,154,729
2357,Delivery,Zomato,18.912965440860408,72.75476507248585,2025-01-05 23:36:15,2025-01-06 00:36:15,3310.76,Cancelled,0.95,2.0,88,898
2358,Driver,Uber,19.207458953478717,72.88550871511089,2025-01-13 11:06:48,2025-01-13 14:06:48,1260.47,Completed,0.6,15.0,133,428
2359,Delivery,Zomato,18.640721314946106,72.86029712147447,2025-01-01 12:03:37,2025-01-01 13:03:37,2942.21,In-progress,0.58,4.0,44,715
2360,Driver,Ola,19.44063692236263,72.98136433165604,2025-01-16 14:41:47,2025-01-16 15:41:47,1571.65,Cancelled,0.76,10.4,24,103
2361,Freelance,Fiverr,18.911991010556278,72.95473349032329,2025-01-10 05:33:33,2025-01-10 09:33:33,3275.56,In-progress,0.63,8.8,112,343
2362,Delivery,Blinkit,19.05130365023254,72.90203769705697,2025-01-05 00:25:02,2025-01-05 01:25:02,4073.78,In-progress,0.57,2.5,114,772
2363,Driver,Uber,18.630956981387584,72.75738919334272,2025-01-20 17:13:06,2025-01-20 20:13:06,1766.39,In-progress,0.88,11.7,28,70
2364,Freelance,Fiverr,18.949994903888577,72.93317817513798,2025-01-05 10:27:05,2025-01-05 13:27:05,3062.48,Cancelled,0.65,12.9,148,762
2365,Delivery,Zomato,19.43006290365772,72.98492887595393,2025-01-13 14:52:51,2025-01-13 19:52:51,2083.79,Completed,0.87,3.9,124,399
2366,Freelance,Fiverr,19.249460250234296,72.91445358723539,2025-01-09 19:32:51,2025-01-09 20:32:51,2519.95,In-progress,0.87,12.7,28,811
2367,Delivery,Blinkit,19.223966477208222,72.8771161637761,2025-01-11 01:11:12,2025-01-11 03:11:12,3463.75,In-progress,0.86,13.1,57,597
2368,Freelance,Fiverr,19.340762036940056,72.79340323336105,2025-01-15 02:34:15,2025-01-15 03:34:15,3038.05,Cancelled,0.74,2.1,100,3
2369,Driver,Ola,18.894683634074184,72.93808280998378,2025-01-17 17:54:55,2025-01-17 18:54:55,572.62,Completed,0.97,9.0,142,954
2370,Delivery,Swiggy,19.174600281352582,72.96339715480772,2025-01-16 23:11:21,2025-01-17 04:11:21,993.09,Completed,0.66,9.8,46,807
2371,Delivery,Zomato,19.035880821916123,72.86746762280255,2025-01-18 05:36:00,2025-01-18 08:36:00,1390.26,Completed,0.86,14.4,160,282
2372,Driver,Ola,19.22570473491952,72.71925209588888,2025-01-14 07:47:20,2025-01-14 10:47:20,2760.17,In-progress,0.54,12.6,141,531
2373,Freelance,Fiverr,19.125224307439805,72.87724618976578,2025-01-19 05:13:51,2025-01-19 07:13:51,756.48,In-progress,0.98,9.1,158,573
2374,Delivery,MagicPin,19.044886940610827,72.79016402621728,2025-01-13 21:39:55,2025-01-13 22:39:55,3332.85,In-progress,0.55,11.4,36,98
2375,Driver,Uber,19.1538637510599,72.98487147334855,2025-01-16 03:58:19,2025-01-16 08:58:19,1351.42,In-progress,0.54,13.5,27,110
2376,Driver,InDrive,18.647585903349864,72.89735434190911,2025-01-20 14:35:21,2025-01-20 18:35:21,558.75,Cancelled,0.6,4.0,39,516
2377,Delivery,Blinkit,18.604701261246475,72.71913940720334,2025-01-21 03:43:36,2025-01-21 05:43:36,3699.37,Cancelled,0.64,3.9,175,75
2378,Driver,Uber,18.99323965083689,72.88702579773489,2025-01-16 01:14:05,2025-01-16 04:14:05,603.94,Cancelled,0.61,7.1,51,229
2379,Delivery,Zepto,18.943837211137694,72.80650025254458,2025-01-18 09:03:59,2025-01-18 10:03:59,4654.04,Completed,0.6,9.8,111,80
2380,Freelance,Fiverr,18.900807183553972,72.71471346114029,2025-01-02 19:50:27,2025-01-03 00:50:27,1707.3,Cancelled,0.91,12.9,72,657
2381,Freelance,Fiverr,19.132145218217953,72.71653970085585,2025-01-08 13:41:53,2025-01-08 17:41:53,1485.88,Cancelled,0.82,11.6,116,924
2382,Delivery,Zepto,18.97332646162259,72.980921840315,2025-01-16 08:15:07,2025-01-16 11:15:07,446.87,Completed,0.69,2.2,146,537
2383,Driver,Ola,18.567783953536438,72.71240036270562,2025-01-18 13:26:44,2025-01-18 16:26:44,4966.32,In-progress,0.72,2.7,164,674
2384,Delivery,Zepto,18.909709874209607,72.80299182295143,2025-01-02 10:18:00,2025-01-02 13:18:00,924.79,Cancelled,1.0,1.4,58,915
2385,Freelance,Fiverr,19.43617326183416,72.9775515826577,2025-01-03 00:37:13,2025-01-03 04:37:13,1200.89,In-progress,0.97,10.6,87,73
2386,Freelance,Fiverr,18.56787096640846,72.7430102563621,2025-01-21 09:43:46,2025-01-21 10:43:46,4782.18,Cancelled,0.61,5.3,26,780
2387,Driver,Ola,19.34286140116362,72.7740402908813,2025-01-01 05:24:29,2025-01-01 08:24:29,2903.35,In-progress,0.76,13.4,140,820
2388,Freelance,Fiverr,18.560823313259874,72.71725421321548,2025-01-13 21:48:05,2025-01-14 00:48:05,1034.06,Completed,0.7,2.9,68,31
2389,Freelance,Fiverr,19.175397858393104,72.96479007696342,2025-01-03 11:09:15,2025-01-03 16:09:15,206.02,Completed,0.91,6.2,79,726
2390,Delivery,Zomato,19.05752767863861,72.83837901271,2025-01-01 14:36:00,2025-01-01 19:36:00,4051.43,In-progress,0.95,2.3,173,125
2391,Delivery,MagicPin,18.538547397058043,72.9595009303079,2025-01-01 01:41:23,2025-01-01 03:41:23,2865.21,Cancelled,0.64,14.0,122,427
2392,Freelance,Fiverr,19.36710626456501,72.9775190794331,2025-01-14 14:15:33,2025-01-14 15:15:33,977.5,Cancelled,0.67,6.4,120,571
2393,Freelance,Fiverr,19.407205963525794,72.85708002404436,2025-01-11 16:15:30,2025-01-11 17:15:30,2415.86,In-progress,0.78,14.8,70,76
2394,Delivery,Blinkit,19.439545420176586,72.73631092442307,2025-01-05 02:31:58,2025-01-05 07:31:58,3750.16,In-progress,0.51,14.6,64,94
2395,Driver,Uber,19.165207470735393,72.88533676476872,2025-01-06 21:04:02,2025-01-07 01:04:02,4789.64,In-progress,0.74,4.3,127,539
2396,Driver,Ola,18.98048077070562,72.94390542288579,2025-01-14 10:48:49,2025-01-14 12:48:49,3172.84,Cancelled,0.86,4.1,180,447
2397,Delivery,Zepto,19.268098970426202,72.73067020541224,2025-01-02 00:42:17,2025-01-02 05:42:17,1648.92,In-progress,0.89,14.8,148,995
2398,Freelance,Fiverr,18.65761326151294,72.90606675918005,2025-01-16 07:27:47,2025-01-16 09:27:47,2799.43,In-progress,0.57,1.2,160,30
2399,Driver,Ola,18.657812914305698,72.86957097977206,2025-01-10 19:22:31,2025-01-10 23:22:31,4814.67,Cancelled,0.79,11.8,66,847
2400,Driver,Uber,19.183149120052295,72.9600485927004,2025-01-06 20:07:52,2025-01-06 22:07:52,3237.8,Cancelled,0.88,5.1,129,29
2401,Driver,InDrive,18.818910720346768,72.98892483076979,2025-01-12 07:24:55,2025-01-12 09:24:55,4067.34,Cancelled,0.57,12.9,108,726
2402,Delivery,Swiggy,19.38964504812646,72.73645781235994,2025-01-06 17:42:29,2025-01-06 20:42:29,1275.74,Completed,0.72,7.8,69,247
2403,Delivery,Swiggy,19.353580508759297,72.9777284440651,2025-01-16 02:23:52,2025-01-16 05:23:52,3006.13,Completed,0.57,5.3,146,794
2404,Delivery,MagicPin,19.29513701351299,72.99738349049477,2025-01-18 17:14:55,2025-01-18 20:14:55,2614.35,In-progress,0.92,8.8,177,994
2405,Freelance,Fiverr,18.67774239104614,72.93240512274105,2025-01-10 08:53:01,2025-01-10 12:53:01,3508.46,Cancelled,0.52,9.1,85,404
2406,Freelance,Fiverr,18.769336690429398,72.79511077987443,2025-01-06 21:14:35,2025-01-07 01:14:35,4428.38,Cancelled,0.69,12.9,113,157
2407,Delivery,Zomato,19.193953418255585,72.82654784977709,2025-01-20 02:31:52,2025-01-20 05:31:52,330.08,Cancelled,0.64,13.9,118,883
2408,Freelance,Fiverr,18.654457224278097,72.94665535393753,2025-01-08 03:54:11,2025-01-08 06:54:11,689.11,In-progress,0.98,9.1,96,725
2409,Delivery,Swiggy,18.61251880951527,72.9398467039036,2025-01-21 04:09:56,2025-01-21 09:09:56,4994.65,Cancelled,0.94,14.2,41,978
2410,Delivery,MagicPin,19.137839651445816,72.85622924624273,2025-01-01 04:58:17,2025-01-01 09:58:17,232.88,Completed,0.81,13.3,161,998
2411,Freelance,Fiverr,18.864331460018214,72.83306844176381,2025-01-12 02:14:37,2025-01-12 05:14:37,4891.97,Completed,0.76,14.5,61,193
2412,Freelance,Fiverr,19.425735242695865,72.8285017547394,2025-01-16 23:54:37,2025-01-17 04:54:37,455.67,Completed,0.76,5.8,124,822
2413,Delivery,Blinkit,18.664457194930012,72.72951068130128,2025-01-03 22:15:42,2025-01-04 01:15:42,3360.14,In-progress,0.75,6.3,19,371
2414,Freelance,Fiverr,19.40925787211061,72.83457341836244,2025-01-12 15:41:32,2025-01-12 16:41:32,2450.04,Cancelled,0.75,5.3,78,295
2415,Delivery,Zepto,18.74686592973718,72.7188149640253,2025-01-15 20:33:59,2025-01-15 21:33:59,2372.09,Cancelled,0.93,2.5,41,882
2416,Delivery,MagicPin,19.4579704739274,72.94652765791017,2025-01-06 07:43:45,2025-01-06 10:43:45,3453.74,In-progress,0.57,14.6,40,486
2417,Driver,Ola,18.83310614735109,72.89738708955053,2025-01-11 16:02:36,2025-01-11 20:02:36,1253.11,Completed,0.84,11.3,78,823
2418,Driver,Uber,18.987715253538642,72.8281631966514,2025-01-17 17:51:43,2025-01-17 18:51:43,629.9,Cancelled,0.82,5.7,156,442
2419,Freelance,Fiverr,18.629673905708504,72.70354536863175,2025-01-10 09:11:42,2025-01-10 10:11:42,4222.45,In-progress,0.88,4.0,130,568
2420,Delivery,MagicPin,18.718326018771,72.73048834916226,2025-01-20 05:46:38,2025-01-20 10:46:38,4085.62,In-progress,0.59,11.7,123,800
2421,Freelance,Fiverr,19.292428529359228,72.79345724345428,2025-01-16 17:44:33,2025-01-16 20:44:33,4815.62,Cancelled,0.68,7.7,112,429
2422,Freelance,Fiverr,18.90486877754942,72.70194009261411,2025-01-08 19:37:33,2025-01-08 20:37:33,4932.36,Completed,0.72,9.2,110,989
2423,Freelance,Fiverr,19.371346319371728,72.78975987629546,2025-01-03 13:13:45,2025-01-03 17:13:45,2111.94,Cancelled,0.9,4.2,118,221
2424,Driver,Ola,18.876506788623367,72.71044505541266,2025-01-12 21:11:55,2025-01-13 00:11:55,2659.29,In-progress,0.58,6.8,40,291
2425,Freelance,Fiverr,19.415520962954922,72.83392574975962,2025-01-01 17:18:12,2025-01-01 18:18:12,1003.54,In-progress,0.57,10.9,50,552
2426,Freelance,Fiverr,19.15780422382272,72.96970532420345,2025-01-13 10:29:48,2025-01-13 11:29:48,1964.12,Completed,0.75,5.4,24,174
2427,Driver,Ola,18.720903900853497,72.90970651894388,2025-01-20 19:58:37,2025-01-20 22:58:37,3459.79,Cancelled,0.58,10.6,155,84
2428,Driver,Uber,19.38123426770247,72.89203972303854,2025-01-05 17:49:58,2025-01-05 21:49:58,402.57,Completed,0.7,7.2,161,976
2429,Delivery,Zomato,19.055382908679434,72.98803073561417,2025-01-20 13:05:21,2025-01-20 17:05:21,4161.87,In-progress,0.77,12.9,120,312
2430,Driver,Uber,19.348150296286907,72.75690890947028,2025-01-21 03:03:00,2025-01-21 07:03:00,3510.84,In-progress,0.73,10.3,144,901
2431,Driver,Ola,18.505251411746283,72.78585208892488,2025-01-01 00:34:51,2025-01-01 05:34:51,528.86,In-progress,0.95,13.5,179,47
2432,Delivery,Zepto,18.550793722730727,72.88780500137572,2025-01-01 05:51:30,2025-01-01 09:51:30,3368.5,Cancelled,0.74,13.4,125,177
2433,Driver,Ola,18.874458838908826,72.80270287372767,2025-01-05 11:48:56,2025-01-05 15:48:56,1966.91,Cancelled,0.53,14.6,145,886
2434,Delivery,Zepto,18.51072670498599,72.85173711772458,2025-01-20 07:31:39,2025-01-20 09:31:39,1606.35,In-progress,0.52,12.9,128,271
2435,Driver,Uber,19.258778151922993,72.82545351279748,2025-01-19 11:20:42,2025-01-19 16:20:42,1445.3,Completed,0.88,13.9,136,805
2436,Driver,Ola,19.227796666243183,72.83688299740597,2025-01-14 14:22:44,2025-01-14 18:22:44,3259.63,In-progress,0.62,3.0,142,355
2437,Delivery,Blinkit,19.49773663838396,72.85051875905113,2025-01-19 10:03:22,2025-01-19 12:03:22,871.79,Completed,0.84,2.5,46,728
2438,Driver,Ola,19.099819530940216,72.70021419714486,2025-01-09 01:51:11,2025-01-09 05:51:11,4501.18,In-progress,0.97,10.8,82,351
2439,Driver,Uber,18.70227346972186,72.72028183700432,2025-01-02 01:49:38,2025-01-02 03:49:38,407.71,Completed,0.77,9.8,178,851
2440,Driver,InDrive,19.304008707953443,72.74494815863183,2025-01-16 14:06:37,2025-01-16 17:06:37,2241.79,In-progress,0.88,9.6,21,701
2441,Delivery,Swiggy,18.699006596467015,72.7422699824855,2025-01-07 17:59:51,2025-01-07 21:59:51,4404.28,Completed,0.94,5.1,171,513
2442,Delivery,Swiggy,18.91005164230995,72.90757965344707,2025-01-20 13:13:03,2025-01-20 18:13:03,4538.31,Cancelled,0.77,2.9,88,711
2443,Delivery,Zepto,18.899580984122796,72.78273727908592,2025-01-07 21:31:03,2025-01-08 01:31:03,764.34,In-progress,0.73,7.2,84,210
2444,Driver,Ola,19.399883788794657,72.91196870776331,2025-01-18 19:43:24,2025-01-19 00:43:24,2234.55,Completed,0.65,7.0,19,571
2445,Freelance,Fiverr,18.541916652793923,72.76037304339735,2025-01-21 08:27:18,2025-01-21 11:27:18,1644.04,Cancelled,0.68,10.4,54,319
2446,Driver,InDrive,18.810670488592706,72.74834447194804,2025-01-05 17:32:16,2025-01-05 20:32:16,510.54,In-progress,0.99,14.8,114,539
2447,Freelance,Fiverr,19.084922775491865,72.9024099388751,2025-01-19 20:29:51,2025-01-19 23:29:51,1952.59,Cancelled,0.62,7.9,126,35
2448,Driver,InDrive,18.805469203754143,72.70334639012934,2025-01-01 08:59:05,2025-01-01 12:59:05,543.55,Cancelled,0.62,5.2,177,766
2449,Driver,InDrive,18.76312485731513,72.83845618895778,2025-01-18 12:20:06,2025-01-18 17:20:06,1771.08,Cancelled,0.97,14.5,79,449
2450,Driver,Ola,18.90559496258222,72.75511590670293,2025-01-16 00:19:40,2025-01-16 05:19:40,2522.44,Cancelled,0.79,2.4,18,970
2451,Driver,Uber,18.898588651564616,72.7372096537448,2025-01-01 12:02:12,2025-01-01 17:02:12,3842.85,Cancelled,0.73,1.2,166,987
2452,Driver,Ola,18.73969047155212,72.75525748530495,2025-01-14 02:09:00,2025-01-14 06:09:00,1782.81,In-progress,0.73,5.9,55,622
2453,Driver,Ola,19.260220243829423,72.85177837656228,2025-01-04 20:11:04,2025-01-04 22:11:04,2114.8,Completed,0.76,12.5,18,495
2454,Delivery,MagicPin,18.99873658433101,72.9106915894071,2025-01-10 06:32:54,2025-01-10 07:32:54,3035.2,Completed,0.83,12.4,139,943
2455,Driver,InDrive,18.546136758601634,72.70503763066077,2025-01-18 13:02:03,2025-01-18 16:02:03,193.77,Completed,0.67,10.4,31,719
2456,Delivery,Blinkit,19.0648005622823,72.7189034108728,2025-01-11 16:54:31,2025-01-11 17:54:31,1767.28,Completed,0.66,8.1,125,904
2457,Delivery,Blinkit,19.031138376648652,72.8306135675129,2025-01-14 21:54:58,2025-01-15 00:54:58,1177.31,Cancelled,0.53,1.6,62,298
2458,Delivery,Zepto,19.412805432655354,72.9879894161954,2025-01-10 02:12:48,2025-01-10 05:12:48,2164.57,Cancelled,0.66,13.5,36,178
2459,Delivery,MagicPin,18.88507134310645,72.90789655467776,2025-01-16 05:17:26,2025-01-16 08:17:26,2204.72,Cancelled,0.85,14.6,64,841
2460,Driver,InDrive,19.357191786948327,72.91242762656283,2025-01-13 02:35:26,2025-01-13 07:35:26,3601.24,In-progress,0.81,11.3,58,90
2461,Freelance,Fiverr,18.75350490802871,72.90869892417034,2025-01-02 12:33:52,2025-01-02 15:33:52,2804.67,Completed,0.84,10.8,135,136
2462,Freelance,Fiverr,19.273716113743994,72.85783956432424,2025-01-04 17:04:40,2025-01-04 19:04:40,4557.18,Cancelled,0.51,2.6,59,247
2463,Driver,Ola,18.578063244903134,72.92468740273308,2025-01-17 21:22:27,2025-01-18 02:22:27,4202.23,Completed,0.59,9.9,169,480
2464,Freelance,Fiverr,19.021775002904565,72.82859262903635,2025-01-01 22:18:59,2025-01-02 03:18:59,2987.41,In-progress,0.81,1.2,165,211
2465,Driver,InDrive,19.324394410847464,72.75073890563131,2025-01-18 09:44:05,2025-01-18 13:44:05,412.94,In-progress,0.66,13.1,51,515
2466,Driver,Ola,19.257036196720655,72.94838271022778,2025-01-13 22:52:40,2025-01-14 03:52:40,1862.59,Completed,0.61,5.5,36,286
2467,Driver,Uber,19.435062746499465,72.98257986518456,2025-01-16 16:31:04,2025-01-16 17:31:04,4491.23,Cancelled,0.52,14.5,22,100
2468,Delivery,Zomato,19.485454846831857,72.70191981598943,2025-01-01 14:04:15,2025-01-01 19:04:15,4223.92,Cancelled,0.79,12.1,33,922
2469,Driver,Ola,18.71402337441968,72.96311857475364,2025-01-02 10:12:22,2025-01-02 15:12:22,3035.46,Cancelled,0.75,2.0,175,476
2470,Delivery,Zepto,18.661000096655258,72.86764494316097,2025-01-04 05:03:03,2025-01-04 09:03:03,1973.15,In-progress,0.75,4.6,108,131
2471,Freelance,Fiverr,18.99798018965271,72.79454869323307,2025-01-08 07:27:13,2025-01-08 11:27:13,1441.79,In-progress,0.98,7.2,83,984
2472,Freelance,Fiverr,19.316918089752274,72.90495627559605,2025-01-10 02:54:24,2025-01-10 07:54:24,3427.04,Cancelled,0.96,8.9,132,34
2473,Delivery,Zomato,19.25755427755543,72.77739163723972,2025-01-11 01:12:02,2025-01-11 03:12:02,1080.58,Completed,0.63,11.3,147,752
2474,Driver,Uber,19.33023098621911,72.71850526537088,2025-01-16 21:05:46,2025-01-17 02:05:46,2223.09,Cancelled,0.99,9.0,164,596
2475,Freelance,Fiverr,19.02130293382762,72.72792374660742,2025-01-16 07:16:59,2025-01-16 08:16:59,2432.82,Cancelled,0.58,7.6,108,470
2476,Driver,Ola,19.384862943862554,72.9793810664221,2025-01-06 02:53:52,2025-01-06 03:53:52,2108.83,Completed,0.51,12.1,97,522
2477,Delivery,Zepto,18.81106822548977,72.96976512164095,2025-01-13 03:11:40,2025-01-13 05:11:40,1186.25,Completed,0.7,12.4,115,349
2478,Freelance,Fiverr,19.438288626646095,72.91326978798163,2025-01-11 14:47:18,2025-01-11 15:47:18,1603.96,Completed,0.56,13.7,142,705
2479,Freelance,Fiverr,19.045858012171,72.7589281781798,2025-01-08 04:55:10,2025-01-08 06:55:10,1901.45,Completed,0.59,5.3,118,249
2480,Driver,InDrive,18.533394774154495,72.95992737642925,2025-01-04 11:06:25,2025-01-04 16:06:25,1716.15,In-progress,0.71,4.8,14,64
2481,Delivery,Zomato,19.339189290499604,72.96203756952123,2025-01-03 08:50:29,2025-01-03 10:50:29,359.26,Completed,0.57,3.1,96,538
2482,Freelance,Fiverr,18.65632073024204,72.82357321827375,2025-01-20 06:10:52,2025-01-20 10:10:52,2170.05,In-progress,0.91,4.7,77,279
2483,Delivery,Blinkit,18.866867888939876,72.79000045990024,2025-01-11 15:20:37,2025-01-11 16:20:37,492.87,In-progress,0.76,1.9,112,253
2484,Delivery,Zepto,19.362849526959444,72.77393033613592,2025-01-08 21:53:46,2025-01-08 23:53:46,403.0,Completed,0.99,11.1,56,684
2485,Delivery,Zomato,19.270819213821223,72.8574402435527,2025-01-06 10:51:04,2025-01-06 14:51:04,2222.66,In-progress,0.73,3.9,121,87
2486,Freelance,Fiverr,18.760775475974903,72.94950360456814,2025-01-17 09:19:27,2025-01-17 11:19:27,4342.03,In-progress,0.86,7.6,43,619
2487,Freelance,Fiverr,18.99277918956689,72.95550843728445,2025-01-10 12:49:29,2025-01-10 13:49:29,1580.41,Completed,0.85,7.3,163,234
2488,Driver,Ola,19.22651515732647,72.99153379198664,2025-01-09 15:10:41,2025-01-09 16:10:41,4341.48,Completed,0.85,4.0,10,212
2489,Delivery,MagicPin,18.968523139552946,72.86540879600436,2025-01-19 06:26:39,2025-01-19 09:26:39,3555.3,Completed,0.68,5.2,100,836
2490,Driver,Uber,18.607941319148225,72.91579750454152,2025-01-02 14:56:27,2025-01-02 18:56:27,4287.7,Cancelled,0.54,8.1,141,740
2491,Driver,InDrive,19.308549425365864,72.91195366211905,2025-01-20 21:08:17,2025-01-20 22:08:17,270.8,In-progress,0.77,8.1,55,746
2492,Delivery,MagicPin,18.99235485588587,72.85710622048835,2025-01-06 22:50:12,2025-01-07 00:50:12,3373.38,Cancelled,0.87,3.4,92,116
2493,Driver,Ola,18.889021379299965,72.82611018157598,2025-01-10 07:47:53,2025-01-10 08:47:53,1507.74,In-progress,0.63,12.6,97,518
2494,Delivery,Zomato,18.977211632771954,72.84481940378991,2025-01-03 14:48:51,2025-01-03 19:48:51,4587.0,Completed,0.88,9.4,126,205
2495,Freelance,Fiverr,19.11222856478011,72.93914745276331,2025-01-09 05:20:26,2025-01-09 10:20:26,3000.26,Cancelled,0.74,13.4,171,875
2496,Delivery,Blinkit,19.2843340731979,72.80680439755794,2025-01-11 22:40:23,2025-01-12 01:40:23,3692.63,In-progress,0.88,1.1,129,818
2497,Freelance,Fiverr,18.50960688772332,72.88727141344476,2025-01-03 15:57:02,2025-01-03 19:57:02,982.25,Cancelled,0.78,9.1,89,733
2498,Driver,InDrive,18.96931097951651,72.86941481494135,2025-01-06 00:19:38,2025-01-06 05:19:38,4286.24,Completed,0.76,2.8,151,729
2499,Driver,Uber,19.046619653221594,72.96198972288897,2025-01-02 21:51:40,2025-01-03 01:51:40,2690.26,Completed,0.86,8.7,111,961
2500,Driver,InDrive,18.54777562163835,72.98659483363836,2025-01-09 16:12:17,2025-01-09 19:12:17,2477.45,Completed,0.61,9.6,62,964
2501,Delivery,MagicPin,18.915124019443784,72.95357606730845,2025-01-06 10:06:21,2025-01-06 14:06:21,940.82,Completed,0.86,4.5,48,150
2502,Driver,Uber,18.625749419421773,72.86167580150816,2025-01-07 11:10:10,2025-01-07 15:10:10,1018.75,Cancelled,0.68,2.2,99,88
2503,Freelance,Fiverr,19.35410313866833,72.86152747894276,2025-01-04 09:00:12,2025-01-04 13:00:12,3960.54,In-progress,0.7,3.6,63,860
2504,Delivery,Zomato,19.161443646620494,72.84455574350517,2025-01-02 07:51:28,2025-01-02 12:51:28,3738.69,Completed,0.59,10.6,58,689
2505,Freelance,Fiverr,18.500802483734283,72.89850994199631,2025-01-06 11:50:44,2025-01-06 16:50:44,3696.42,Completed,0.93,3.3,10,178
2506,Driver,Uber,19.244784546599487,72.8901476659513,2025-01-10 16:40:53,2025-01-10 21:40:53,4562.96,Cancelled,0.56,7.7,130,896
2507,Delivery,MagicPin,19.334315084438074,72.87294209070741,2025-01-09 03:10:18,2025-01-09 04:10:18,146.55,In-progress,0.76,13.9,73,991
2508,Delivery,Blinkit,18.612476944782582,72.7516281825578,2025-01-14 19:32:09,2025-01-14 21:32:09,989.49,Completed,0.64,12.7,147,100
2509,Freelance,Fiverr,19.33702008558397,72.83151061660793,2025-01-13 21:29:43,2025-01-14 00:29:43,210.57,Cancelled,0.87,14.6,87,451
2510,Freelance,Fiverr,18.939224091202636,72.9429503740476,2025-01-18 21:25:44,2025-01-19 02:25:44,787.83,In-progress,0.83,7.7,109,155
2511,Driver,Uber,19.380583241601187,72.90925917589664,2025-01-18 22:04:24,2025-01-18 23:04:24,4917.39,Completed,0.79,7.6,166,88
2512,Driver,InDrive,19.43026858868138,72.94590591512399,2025-01-08 02:56:08,2025-01-08 03:56:08,4261.99,Completed,0.74,4.7,175,718
2513,Delivery,Swiggy,19.304225127513625,72.93780264779137,2025-01-04 08:40:45,2025-01-04 13:40:45,2487.08,Completed,0.9,8.2,164,967
2514,Delivery,Blinkit,19.39258458664869,72.90303491783284,2025-01-02 22:34:27,2025-01-02 23:34:27,4087.56,Cancelled,0.92,11.5,122,609
2515,Delivery,Swiggy,19.127902742031004,72.82703835474379,2025-01-02 13:16:56,2025-01-02 16:16:56,4347.02,Completed,0.74,13.5,127,347
2516,Delivery,MagicPin,18.859839358772348,72.95471024363626,2025-01-17 07:29:44,2025-01-17 11:29:44,2440.11,In-progress,1.0,3.6,15,61
2517,Freelance,Fiverr,19.094710459375243,72.96620901952967,2025-01-08 11:24:38,2025-01-08 16:24:38,4429.42,Cancelled,0.78,13.7,10,634
